"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","331","Playwright automation series","","2026-05-02","passed","2026-05-02","","AutomationPractice.spec.js","",""
